cik,name,year,Assets,NetIncomeLoss,Revenues,gvkey,lobbying_spend,roa
6955,ACTUANT CORP,2018,1993998000.0,-105174000.0,19100000.0,,,-0.052745288611121974
6955,ACTUANT CORP,2019,230597000.0,107898000.0,9400000.0,,,0.46790721475127606
6955,ENERPAC TOOL GROUP CORP,2020,54484000.0,-21648000.0,133386000.0,,,-0.39732765582556345
7032,ARAMARK CORP,2011,10221915000.0,-6911000.0,12419064000.0,186858.0,,-0.0006760964065930894
7032,ARAMARK CORP,2012,1524800000.0,38676000.0,8654700000.0,186858.0,,0.025364637985309548
7951,ROBERTSON GLOBAL HEALTH SOLUTIONS CORP,2011,777825.0,-1575052.0,350416.0,,,-2.0249439141195
8411,ATWOOD OCEANICS INC,2010,1509402000.0,0.0,,,,0.0
8411,ATWOOD OCEANICS INC,2011,36145000.0,58994000.0,,,,1.6321482916032646
8411,ATWOOD OCEANICS INC,2012,2943762000.0,272171000.0,,,,0.09245686302085562
8411,ATWOOD OCEANICS INC,2013,3657266000.0,350224000.0,136206000.0,,,0.09576115054250908
8411,ATWOOD OCEANICS INC,2014,3657266000.0,272171000.0,58454000.0,,,0.07441925197674984
8411,ATWOOD OCEANICS INC,2015,4507228000.0,150694000.0,201190000.0,,,0.033433853357318515
8411,ATWOOD OCEANICS INC,2016,4539792000.0,112992000.0,22843000.0,,,0.02488924602713076
10048,BARNWELL INDUSTRIES INC,2011,88772000.0,,38460000.0,,,
10048,BARNWELL INDUSTRIES INC,2012,54454000.0,,38460000.0,,,
10048,BARNWELL INDUSTRIES INC,2013,40559000.0,,0.0,,,
10048,BARNWELL INDUSTRIES INC,2014,7828000.0,,0.0,,,
10048,BARNWELL INDUSTRIES INC,2015,8471000.0,1263000.0,0.0,,,0.1490969188997757
10048,BARNWELL INDUSTRIES INC,2016,3132000.0,1263000.0,0.0,,,0.40325670498084293
10048,BARNWELL INDUSTRIES INC,2017,31568000.0,-3615000.0,13627000.0,,,-0.11451469842878864
10048,BARNWELL INDUSTRIES INC,2018,33020000.0,-1770000.0,13030000.0,,,-0.05360387643852211
10048,BARNWELL INDUSTRIES INC,2019,1608000.0,-12579000.0,3769000.0,,,-7.822761194029851
10048,BARNWELL INDUSTRIES INC,2020,1501000.0,-12414000.0,165000.0,,,-8.270486342438375
10795,BECTON DICKINSON & CO,2010,7912943000.0,,7372333000.0,,,
10795,BECTON DICKINSON & CO,2011,9304624000.0,,2386965000.0,,,
10795,BECTON DICKINSON & CO,2012,1059774000.0,,2430939000.0,,,
10795,BECTON DICKINSON & CO,2013,8357000000.0,,911000000.0,,,
10795,BECTON DICKINSON & CO,2014,3247000000.0,,1294000000.0,,,
10795,BECTON DICKINSON & CO,2015,8357000000.0,1293000000.0,2383000000.0,,,0.15472059351441905
10795,BECTON DICKINSON & CO,2016,3848000000.0,0.0,5069000000.0,,,0.0
10795,BECTON DICKINSON & CO,2017,20055000000.0,0.0,2434000000.0,,,0.0
10795,BECTON DICKINSON & CO,2018,2784000000.0,562000000.0,3035000000.0,,,0.20186781609195403
10795,BECTON DICKINSON & CO,2019,51765000000.0,-135000000.0,485000000.0,,,-0.002607939727615184
10795,BECTON DICKINSON & CO,2020,51765000000.0,874000000.0,3762000000.0,,,0.016883994977301264
12040,FLANIGANS ENTERPRISES INC,2012,4952000.0,509000.0,13141000.0,,,0.10278675282714055
12040,FLANIGANS ENTERPRISES INC,2013,17674000.0,509000.0,19918000.0,,,0.028799366300780806
12040,FLANIGANS ENTERPRISES INC,2014,17674000.0,538000.0,82798000.0,,,0.03044019463618875
12040,FLANIGANS ENTERPRISES INC,2015,4393000.0,1124000.0,21475000.0,,,0.25586159799681313
12040,FLANIGANS ENTERPRISES INC,2016,29478000.0,788000.0,25111000.0,,,0.02673179998643056
12040,FLANIGANS ENTERPRISES INC,2017,33421000.0,1147000.0,87393000.0,,,0.03431973908620328
12040,FLANIGANS ENTERPRISES INC,2018,67265000.0,1047000.0,26594000.0,,,0.015565301419757675
12040,FLANIGANS ENTERPRISES INC,2019,31077000.0,616000.0,2585000.0,,,0.019821733114521994
14846,BRT APARTMENTS CORP.,2017,874899000.0,5480000.0,1452000.0,,,0.006263580138964612
